Column1;Column2;Column3;Column4;Column5;Column6
;logFC;logCPM;LR;PValue;FDR
PITA_35366;-6.71094805172772;2.39335888460831;58.1407685944863;2.44016574229563e-14;2.09390622346388e-10
PITA_47978;-8.81587377325327;1.38438366902804;54.5724807818255;1.49818960101256e-13;8.78060371102791e-10
PITA_51743;-5.53024372153487;3.5030147406199;54.3178735739827;1.70543520782891e-13;8.78060371102791e-10
PITA_05817;-3.90383680107115;3.0909638552983;42.0324007086358;8.97735287581551e-11;3.85173325136865e-07
PITA_30618;-2.86701469246924;4.19397723030535;38.2998187968091;6.06682789611528e-10;1.95222938162119e-06
PITA_27422;-7.80737103144146;0.471563278716274;34.275872078334;4.78274701765512e-09;1.11929324068632e-05
PITA_48311;-2.0631584271028;5.17391639429303;33.2876588044055;7.94854713156648e-09;1.50213572993277e-05
PITA_18586;-8.08865991163459;0.720334197792839;33.2344183207239;8.16917228724657e-09;1.50213572993277e-05
PITA_06450;-4.50757093874748;3.68238469118082;32.7116325333048;1.0689557757341e-08;1.61871344321899e-05
PITA_41069;-3.95763622737657;3.3022375715141;31.2802985688677;2.23334588619254e-08;3.04115676170116e-05
PITA_31850;-4.92472427283344;2.29633732687806;31.2705657982239;2.24457050352803e-08;3.04115676170116e-05
PITA_43938;-3.07491014488128;2.90169303038158;29.3793687261637;5.95078042067423e-08;6.94950890252629e-05
PITA_48547;-2.23171916339782;6.12227408713783;27.959557904287;1.23877560611572e-07;0.000127559201712948
PITA_21294;-1.67642306288752;6.08241925366794;24.7945870353803;6.37763154575322e-07;0.000477963169220768
PITA_46254;-2.89578246347657;7.8892398254255;24.7584426343282;6.49835330875457e-07;0.000477963169220768
PITA_26455;-1.60582340827477;6.17425958006856;24.4827324026044;7.49788036911121e-07;0.000494917780364179
PITA_10860;-4.51550838024779;1.37984661216289;22.3549896529152;2.26623482490481e-06;0.0011964870663383
PITA_17114;-2.03335636649616;3.71447388093462;20.4469797634807;6.13062250957168e-06;0.0025872232010476
PITA_22238;-2.46687797728894;3.83724118627329;19.3662700339439;1.07896031288453e-05;0.00401843925935143
PITA_18097;-5.41748268913221;6.79627379347188;19.3421269826741;1.09268829644797e-05;0.00401843925935143
PITA_15358;-1.47137835680251;7.93204372068573;19.2045294291116;1.17434420266541e-05;0.00419876983461327
PITA_22854;-2.60155101778407;2.51198272805923;18.9460019992418;1.34470771376993e-05;0.00467794738859178
PITA_36052;-2.74707394889509;3.71541961812434;18.7295545114844;1.50629694422872e-05;0.00517021363137067
PITA_21032;-2.56363769969528;3.30566440550642;18.6974739695498;1.53185285090027e-05;0.00518874841325337
PITA_18634;-2.29698000574987;4.63105540459106;18.6716125036497;1.55277124421889e-05;0.00519129742076973
PITA_30250;-2.94140465232139;4.69715148294056;18.5931407258741;1.61801686146955e-05;0.00532501681610072
PITA_11445;-2.59797307173406;3.9664608245028;18.5742405374044;1.63413871138545e-05;0.00532501681610072
PITA_20598;-2.41013638902782;2.12943338413361;18.4662807142163;1.72937096637618e-05;0.00546895784431575
PITA_01832;-6.29589545871674;6.73663075057059;18.3474010426461;1.84069905839688e-05;0.00564108522146559
PITA_24700;-5.90277048294878;8.37450733223016;18.2291618075464;1.95856982396659e-05;0.0058650782033148
PITA_12572;-6.3619536230604;4.74810671731666;18.2283985063006;1.9593548750537e-05;0.0058650782033148
PITA_13629;-2.66562993703599;6.17535247553769;17.9921559534331;2.21817112980759e-05;0.00634470882162632
PITA_47365;-2.64895689971438;2.75258179912709;17.726653435657;2.55028140909372e-05;0.00711807126107059
