Column1;SlHa1;SlHa2;SlHa3;Ctr1;Ctr2;Ctr3
PITA_22158;0;0;0;0;0;0
PITA_43581;656;434;1068;465;385;1096
PITA_06976;0;0;0;0;0;0
PITA_48600;152;186;250;254;246;271
PITA_25532;107;199;199;31;154;117
PITA_02081;408;702;955;597;493;716
PITA_27108;84;0;109;0;0;33
PITA_13762;0;0;0;0;1;0
PITA_38788;189;238;427;188;206;96
PITA_07656;0;0;0;0;0;0
PITA_29614;137;67;294;142;131;188
PITA_00017;0;0;0;0;0;0
PITA_20645;2463;2862;5855;3342;4174;2892
PITA_35074;0;0;0;3;0;3
PITA_02841;544;472;981;515;507;667
PITA_09717;0;0;0;0;1;0
PITA_45308;0;0;1;1;2;1
PITA_11469;1;0;0;5;0;0
PITA_15347;0;0;0;0;0;0
PITA_35799;0;0;0;0;0;0
PITA_34424;0;0;0;0;0;0
PITA_39746;54;15;109;95;55;793
PITA_04632;0;1;8;0;1;33
PITA_43989;0;0;0;0;0;0
PITA_47504;127;252;264;261;410;393
PITA_03084;15;18;19;8;4;12
PITA_45659;2;1;0;6;0;0
PITA_51119;86;125;201;86;105;174
PITA_17132;237;157;303;282;229;395
PITA_19624;0;0;0;0;0;0
PITA_15057;45;100;83;68;87;115
PITA_09795;5;0;1;10;4;0
PITA_45059;0;0;0;2;1;4
PITA_07567;0;0;0;0;0;0
PITA_05994;264;344;589;526;686;383
PITA_35154;2;5;6;5;2;2
PITA_26871;56;36;79;62;37;47
PITA_13049;0;0;0;0;0;0
PITA_44467;80;47;102;83;76;385
PITA_45882;28;13;56;67;67;24
PITA_07535;152;159;389;214;106;304
PITA_48467;707;498;1686;918;877;1276
PITA_26420;42;55;111;64;54;107
PITA_21630;0;2;2;0;21;65
PITA_48515;9;5;29;20;7;11
PITA_20940;7;12;9;9;8;2
PITA_12489;389;403;956;431;521;327
PITA_28659;308;1127;998;575;625;708
PITA_12727;2;2;13;0;3;0
PITA_18015;347;378;615;500;393;599
PITA_32203;257;500;866;378;354;774
PITA_12175;6;9;0;13;1;0
PITA_16710;0;11;1;3;1;5
PITA_40217;34;18;92;37;24;25
PITA_09149;2;0;0;4;0;0
PITA_25709;620;1301;1845;1039;997;1020
PITA_32164;1458;2016;2652;1859;1827;2004
PITA_32655;0;0;0;0;0;1
PITA_20591;0;0;0;0;0;0
PITA_07478;1976;2376;4198;2535;4066;3979
PITA_22475;0;0;0;1;0;4
PITA_46679;0;0;0;1;0;0
PITA_51024;0;0;0;0;0;0
PITA_42298;0;0;2;1;1;0
PITA_33611;591;549;1260;658;642;1254
PITA_08513;451;517;696;595;610;609
PITA_46538;0;0;0;0;0;0
PITA_47539;0;0;0;0;0;0
PITA_47185;29;39;48;53;85;75
PITA_49465;0;0;0;0;0;0
PITA_47368;191;244;231;186;222;345
PITA_33350;160;47;129;117;102;10
PITA_36671;119;79;229;159;128;189
PITA_27510;0;0;0;0;0;0
PITA_22305;47;20;93;21;51;15
PITA_42423;499;93;1159;447;480;587
PITA_12283;97;34;20;117;43;8
PITA_28529;0;45;172;54;52;0
PITA_31444;0;0;0;1;0;0
PITA_32951;115;109;262;164;132;175
PITA_37787;18;26;22;29;34;26
PITA_44676;7;0;0;0;0;11
PITA_48270;44;36;74;47;28;56
PITA_48800;4;0;0;0;0;0
PITA_30395;17;24;68;13;19;25
PITA_07049;0;0;0;0;0;0
PITA_11498;1;0;8;1;0;0
PITA_37210;0;0;0;0;0;0
PITA_49662;49;54;74;67;75;61
PITA_03871;7;8;28;15;7;41
PITA_41072;1;0;0;0;0;0
PITA_09274;0;4;0;1;0;1
PITA_40703;221;112;219;136;27;1
PITA_36301;51;52;85;58;36;58
PITA_17204;0;0;0;0;0;0
PITA_41566;1;0;0;1;0;0
PITA_07807;15;16;18;14;8;10
PITA_05594;103;103;134;142;96;275
PITA_11712;0;0;0;0;0;0
PITA_38443;147;191;269;131;172;371
PITA_20577;29;28;53;21;33;84
PITA_00649;0;0;0;1;0;0
PITA_48217;22;24;30;31;22;35
PITA_46471;0;0;5;0;0;0
PITA_36119;171;66;133;172;117;139
PITA_01419;0;1;5;1;1;3
PITA_29793;2;0;6;1;0;0
PITA_17383;0;0;0;0;0;0
PITA_27241;358;502;831;386;317;461
PITA_15546;0;0;0;2;1;2
PITA_24494;0;0;0;0;0;0
PITA_24423;0;0;0;2;1;0
PITA_35672;0;0;0;0;0;0
PITA_13031;89;79;197;133;189;116
PITA_32010;8;2;18;12;2;15
PITA_38103;565;806;1157;688;667;741
PITA_02851;8;19;16;101;101;5
PITA_00932;89;214;202;199;269;363
PITA_30947;0;0;0;0;0;0
PITA_23401;41;50;88;50;71;44
PITA_31767;248;241;546;303;305;289
PITA_14720;465;569;782;553;519;671
PITA_50166;37;19;69;51;32;48
PITA_01186;103;124;238;51;92;63
PITA_43998;32;44;75;47;48;53
PITA_03649;1;4;4;3;4;6
PITA_07837;136;129;280;162;138;164
PITA_24379;74;55;296;132;149;85
PITA_11234;15;53;20;24;33;39
PITA_30741;36;36;126;0;69;50
PITA_14840;13;4;21;30;40;0
PITA_50360;0;0;0;0;0;0
PITA_12250;66;51;226;101;91;89
PITA_34122;213;363;427;296;289;416
PITA_20123;20;4;15;52;48;47
PITA_36524;2;14;1;3;1;0
PITA_22990;0;0;0;0;0;0
PITA_51002;115;86;204;112;113;101
PITA_20545;333;400;519;280;391;464
PITA_11962;55;73;110;84;52;69
PITA_02358;47;18;84;58;18;66
PITA_28175;2;0;3;2;2;4
PITA_21725;28;152;8;78;73;28
PITA_39214;1;0;2;3;0;21
PITA_11612;0;5;11;2;2;6
PITA_01374;354;331;640;555;351;472
PITA_40347;826;407;1515;1158;544;1123
PITA_39297;32;26;55;37;18;36
PITA_03489;0;0;0;0;0;0
PITA_28866;0;0;0;0;0;1
PITA_50060;5564;10959;12459;7728;10410;9647
PITA_21789;2;0;5;0;1;0
PITA_28076;136;295;349;189;206;263
PITA_42937;5;4;5;13;8;8
PITA_29816;153;184;289;201;216;179
PITA_49829;104;138;168;120;148;89
PITA_08807;0;0;0;0;0;0
PITA_09548;22;0;9;13;18;0
PITA_25571;52;69;103;84;82;94
PITA_41471;18;12;24;32;22;23
PITA_34862;22;17;79;28;15;35
PITA_37771;2852;2838;7070;4106;3765;5816
PITA_16306;36;78;162;49;23;60
PITA_30970;0;0;0;0;0;0
PITA_04305;0;0;0;0;0;0
PITA_13354;12;8;10;10;8;11
PITA_46317;0;0;0;0;0;2
PITA_08877;2046;4051;4618;4316;2382;7143
PITA_14723;10;29;42;80;46;86
PITA_02111;0;0;1;0;2;0
PITA_29678;13;5;41;30;19;4
PITA_30647;1;0;0;0;0;160
PITA_07885;0;0;0;0;0;0
PITA_11433;171;472;505;112;172;259
PITA_28259;19;11;24;14;24;22
PITA_51183;2;0;0;0;0;0
PITA_19849;626;1011;1424;893;1035;1145
PITA_32295;222;400;454;270;364;390
PITA_29462;375;363;712;310;346;307
PITA_02155;2;1;0;0;0;3
PITA_09902;5;5;8;11;0;5
PITA_34587;6;4;11;12;5;9
PITA_24506;0;112;230;92;57;88
PITA_10580;126;202;157;133;87;181
PITA_45457;0;0;0;0;0;0
PITA_20682;11;17;30;20;21;21
PITA_01481;0;0;1;0;0;0
PITA_51655;1;0;0;1;0;1
PITA_23373;0;0;4;0;1;3
PITA_42355;798;1122;1754;1194;1510;1485
PITA_33619;3;1;4;1;0;2
PITA_26476;17;57;73;32;41;30
PITA_16673;168;126;155;141;140;92
PITA_28080;0;0;0;0;0;0
PITA_49804;66;42;98;64;69;68
PITA_35133;28;21;57;33;29;43
PITA_34355;34;27;166;20;35;54
PITA_05159;2;0;0;0;1;1
PITA_34998;0;0;0;0;0;0
PITA_17027;16;14;21;18;15;23
PITA_41551;3;11;8;7;49;10
PITA_14788;576;1030;1238;643;566;897
PITA_10317;666;570;1429;779;1000;807
PITA_43481;0;0;2;0;0;0
PITA_00880;6;69;159;37;49;67
PITA_30498;569;323;777;459;371;736
PITA_07319;0;0;0;0;0;0
PITA_45773;401;260;919;616;556;434
PITA_51665;85;113;167;99;97;152
PITA_12204;182;208;386;193;150;167
PITA_47118;432;335;1026;1372;1001;2023
PITA_46977;1267;1196;3100;2660;2004;1377
PITA_32556;0;0;0;0;0;0
PITA_15881;53;53;142;67;79;112
PITA_06430;0;1;0;2;0;0
PITA_15004;14;14;19;10;6;10
PITA_16324;0;0;0;0;0;0
PITA_31590;0;0;0;0;0;0
PITA_29628;17;13;26;34;30;9
PITA_20220;0;0;0;0;0;0
PITA_21945;0;0;0;0;0;0
PITA_14180;0;0;0;0;0;0
PITA_44578;288;297;535;301;239;335
PITA_09961;65;23;110;79;74;98
PITA_49714;0;0;0;0;0;0
PITA_34555;46;9;72;32;29;7
PITA_05826;58;49;78;69;49;85
PITA_22211;3;3;17;6;4;5
PITA_11077;339;368;630;495;310;516
PITA_14711;0;0;0;0;0;0
PITA_41328;246;247;452;326;252;341
PITA_44043;1;1;1;3;0;0
PITA_04624;0;0;0;0;0;0
PITA_18098;0;0;2;1;0;5
PITA_34256;0;0;0;2;0;0
PITA_43583;0;0;0;0;0;0
PITA_17514;0;0;0;0;0;0
PITA_13216;150;216;303;220;230;281
PITA_31976;0;0;0;0;0;0
PITA_27672;29;59;49;22;45;49
PITA_12214;241;408;698;298;332;495
PITA_20694;13;1;13;12;15;27
PITA_43993;0;0;0;3;0;1
PITA_47348;0;0;0;1;0;0
PITA_29622;126;261;316;172;169;277
PITA_47436;0;0;2;0;1;0
PITA_43543;0;0;0;0;1;2
PITA_32327;1;0;0;0;0;0
PITA_15443;45;35;91;67;19;43
PITA_05557;0;0;0;0;0;0
PITA_37656;0;0;0;0;0;0
PITA_41341;0;0;0;1;0;0
PITA_45314;412;301;623;1790;1408;391
PITA_37547;5;0;59;38;40;27
PITA_51314;3;0;0;12;12;12
PITA_44517;29;23;37;20;21;31
PITA_47858;62;41;96;26;20;18
PITA_27014;3;5;0;4;2;8
PITA_38565;1;1;10;5;0;0
PITA_34433;10;8;22;16;18;38
PITA_15965;118;235;258;130;127;184
PITA_11502;88;71;239;91;62;103
PITA_14112;200;475;479;213;420;269
PITA_09370;0;0;0;0;0;0
PITA_08722;0;0;0;0;0;0
PITA_40622;1415;1472;3184;1775;1942;2710
PITA_43522;0;0;0;0;0;0
PITA_43014;0;0;0;0;0;0
PITA_14699;8;3;6;7;9;8
PITA_12308;231;209;408;188;302;339
PITA_43039;0;0;0;0;0;0
PITA_11670;1;1;4;0;0;0
PITA_09892;133;92;339;248;197;138
PITA_34266;0;0;0;0;0;0
PITA_46100;8;10;17;11;7;16
PITA_04298;0;0;0;0;0;0
PITA_03369;0;0;0;0;0;0
PITA_12453;0;0;0;0;0;0
PITA_00169;245;238;505;315;311;404
PITA_18767;90;125;296;164;223;295
PITA_27936;0;0;0;0;0;3
PITA_40519;204;412;598;269;357;491
PITA_00650;440;236;900;606;471;695
PITA_40586;55;198;270;103;104;101
PITA_30491;0;0;0;0;0;0
PITA_06384;1;21;14;3;16;2
PITA_29287;0;0;0;0;0;2
PITA_49469;3;0;8;5;0;6
PITA_46747;33;130;94;43;32;34
PITA_10609;5;2;3;7;6;2
PITA_25914;4;0;2;0;4;0
PITA_50384;22;18;13;17;14;13
PITA_36929;7;5;15;14;10;3
PITA_41822;84;96;184;86;59;92
PITA_24317;0;0;0;0;0;0
PITA_31263;186;270;573;341;347;80
PITA_51094;24;26;67;26;19;49
PITA_16725;0;0;0;0;0;0
PITA_50326;10;2;0;37;11;13
PITA_08495;98;133;187;193;162;187
PITA_24149;352;354;703;548;473;540
PITA_03367;1;0;0;0;0;0
PITA_05053;2;2;2;2;0;6
PITA_42248;0;0;0;4;0;1
PITA_48072;0;0;0;14;0;33
PITA_40961;4;0;32;35;14;15
PITA_41896;204;156;506;131;109;199
PITA_34287;0;2;1;0;1;0
PITA_15078;16;15;11;28;8;14
PITA_37894;189;349;551;181;224;253
PITA_39686;234;219;146;121;270;83
PITA_28838;2;7;12;6;5;14
PITA_14502;11;5;13;3;3;1
PITA_41795;112;61;194;128;201;99
PITA_24839;0;0;0;0;0;0
PITA_11359;9;0;23;5;37;0
PITA_31511;9;9;7;7;5;4
PITA_08489;0;0;0;0;0;0
PITA_36236;0;0;0;92;72;0
PITA_42544;19;28;41;22;19;25
PITA_33727;0;5;0;7;3;2
PITA_07382;108;63;203;179;105;78
PITA_47983;19;9;38;20;18;17
PITA_42629;2;1;0;0;0;0
PITA_39337;17;2;13;31;38;0
PITA_10613;326;365;743;196;252;828
PITA_01945;221;271;331;144;91;261
PITA_30930;0;0;0;0;0;0
PITA_15571;1;28;18;10;22;25
PITA_23838;0;0;0;0;0;0
PITA_30113;26;46;181;88;69;116
PITA_16255;107;137;189;87;128;183
PITA_35489;339;366;595;470;370;463
PITA_12044;220;244;416;399;388;477
PITA_35083;8;25;14;13;18;2
PITA_09507;0;0;0;0;0;0
PITA_08589;2063;2603;4199;2339;3106;2828
PITA_01537;0;0;0;0;1;0
PITA_17220;19;0;1;48;10;7
PITA_20982;76;93;179;91;81;135
PITA_39826;0;0;0;0;0;0
PITA_03848;0;0;0;0;0;0
PITA_47786;4;2;0;1;0;0
PITA_33280;0;0;3;0;0;1
PITA_19470;62;52;134;116;63;89
PITA_12359;0;0;0;0;0;0
PITA_51249;151;168;300;118;105;270
PITA_40734;0;0;2;0;0;1
PITA_41465;0;0;0;0;0;0
PITA_16785;432;493;1014;592;578;713
PITA_44721;159;115;280;188;235;121
PITA_04190;5;5;13;5;5;4
PITA_09557;7;6;13;13;7;8
PITA_49283;5;3;3;4;0;0
PITA_18219;82;210;218;194;206;167
PITA_07962;17;10;23;22;15;10
PITA_00636;1;0;1;0;0;2
PITA_41734;168;246;213;266;299;303
PITA_00743;63;110;95;40;86;46
PITA_48773;1;0;2;2;0;0
PITA_48508;0;0;0;0;0;0
PITA_05554;11;22;38;15;13;36
PITA_19654;0;0;0;1;0;5
PITA_06492;3;1;0;4;0;0
PITA_25718;0;0;9;0;0;0
PITA_34435;3;0;3;2;1;1
PITA_31422;0;0;0;0;0;0
PITA_40606;15;10;18;20;10;13
PITA_27519;8;3;28;1;7;1
PITA_01962;1;0;8;3;2;4
PITA_43810;0;0;0;0;0;0
PITA_46998;0;0;0;0;0;0
PITA_35054;1104;1205;2191;1405;1267;1529
PITA_37907;292;442;722;353;379;719
PITA_10133;106;99;297;165;143;203
PITA_10193;4;13;19;19;0;0
PITA_48648;1;2;1;10;2;0
PITA_23851;0;0;0;0;0;0
PITA_21779;0;0;0;0;0;0
PITA_11156;47;76;104;21;19;13
PITA_18683;0;0;1;0;0;0
PITA_34416;19;20;75;27;38;51
PITA_08561;0;0;0;0;0;0
PITA_43043;1;0;0;0;0;4
PITA_33723;1114;511;2139;1793;1577;590
PITA_04310;1;0;0;1;0;0
PITA_12286;0;0;0;0;0;0
PITA_40273;0;1;0;0;0;0
PITA_16338;56;39;124;49;44;79
PITA_41376;49;2;100;42;39;61
PITA_38199;0;0;0;0;0;25
PITA_08557;0;0;0;0;0;0
PITA_35329;0;31;6;17;18;0
PITA_49505;35;72;134;68;79;54
PITA_17942;594;487;1344;771;669;902
PITA_10672;104;114;443;142;215;88
PITA_41267;642;748;1112;925;707;927
PITA_38595;1;0;6;5;1;0
PITA_24141;105;94;241;190;196;99
PITA_45690;0;0;0;1;2;0
PITA_33031;0;0;0;0;0;1
PITA_06213;23;45;54;55;43;24
PITA_01193;0;0;0;0;0;0
PITA_30768;0;0;0;0;0;0
PITA_37492;61;0;0;7;22;0
PITA_08391;3;0;2;13;4;1
PITA_07499;514;759;867;741;789;957
PITA_43110;51;65;184;60;42;76
PITA_43637;0;0;0;0;0;0
PITA_03687;5;2;8;4;8;9
PITA_17317;43;26;60;65;63;47
PITA_34552;10;14;30;19;145;10
PITA_49087;0;0;0;0;0;0
PITA_48468;0;0;0;0;0;1
PITA_46499;0;0;0;0;3;6
PITA_02700;18;11;12;5;3;3
PITA_47161;8;6;29;23;5;8
PITA_01319;58;75;129;85;85;136
PITA_41576;131;203;280;160;120;256
PITA_31445;473;206;588;684;320;568
PITA_29456;1;1;0;2;2;0
PITA_08907;652;504;1001;790;519;772
PITA_39201;6;13;3;36;30;12
PITA_20520;0;0;0;0;0;0
PITA_15576;22;8;60;20;13;25
PITA_11238;269;262;285;407;269;189
PITA_00047;0;0;0;0;0;0
PITA_41198;0;0;0;0;0;0
PITA_15656;1;0;0;0;1;0
PITA_40814;1;0;4;4;2;1
PITA_25879;0;0;0;0;0;0
PITA_32697;0;0;2;2;0;3
PITA_44701;25;24;49;30;17;35
PITA_23398;593;1015;1815;702;1082;1045
PITA_20438;0;0;71;0;0;0
PITA_36746;52;36;184;69;36;110
PITA_34906;366;201;705;499;456;395
PITA_25375;46;10;67;57;18;75
PITA_15435;0;0;0;6;0;0
PITA_11379;0;0;0;0;0;0
PITA_20337;0;0;0;2;0;1
PITA_22927;3;0;3;1;2;1
PITA_32552;0;0;0;0;0;0
PITA_32912;6;9;51;34;31;24
PITA_01214;79;157;221;126;106;173
PITA_09449;3;0;12;6;7;25
PITA_31389;0;0;0;0;0;0
PITA_10498;17;14;46;33;26;29
PITA_37735;45;65;74;43;52;48
PITA_28856;5;5;5;3;5;0
PITA_51305;4;7;9;5;9;11
PITA_22797;0;0;0;0;0;0
PITA_46181;0;0;0;0;0;0
PITA_42415;1;0;1;2;0;0
PITA_32664;0;0;7;0;0;0
PITA_05981;13;110;42;41;31;66
PITA_43668;0;0;0;0;0;0
PITA_09007;141;275;292;186;227;220
PITA_12043;31;43;105;79;96;36
PITA_36335;380;1162;1131;756;1406;1554
PITA_42143;76;154;214;86;132;162
PITA_04826;0;3;0;0;2;0
PITA_42777;23;54;95;67;34;41
PITA_11477;181;292;390;139;168;189
PITA_46387;0;0;0;0;0;0
PITA_09942;3;5;10;14;9;2
PITA_16620;2;0;1;2;1;5
PITA_30842;159;191;310;191;205;218
PITA_25691;0;0;0;0;0;0
PITA_21976;0;0;0;2;0;0
PITA_07205;519;1051;1444;852;856;1007
PITA_06164;0;0;0;0;1;0
PITA_19250;63;90;124;76;59;24
PITA_19757;673;819;1548;1053;1175;1429
PITA_38290;4;10;4;24;3;2
PITA_15146;0;2;0;0;0;0
PITA_07674;8;0;18;15;19;8
PITA_18022;0;0;0;0;0;0
PITA_13008;0;0;407;0;0;0
PITA_00996;1;0;4;1;0;6
PITA_45414;45;82;78;51;60;64
PITA_40248;107;112;221;137;71;86
PITA_10748;203;158;490;261;183;297
PITA_13557;3;3;0;0;6;0
PITA_38086;591;1215;1499;762;1070;1013
PITA_37020;0;0;0;0;0;0
PITA_42026;0;0;0;0;0;1
PITA_08983;101;8;112;169;136;7
PITA_08748;74;85;196;102;82;100
PITA_10531;0;0;0;0;0;0
PITA_28625;0;2;5;1;0;0
PITA_23265;4383;5997;9606;4123;6377;7280
PITA_02857;10;5;14;9;9;11
PITA_44597;51;24;8;40;38;17
PITA_47505;0;0;0;0;2;0
PITA_09486;222;46;280;328;188;210
PITA_25255;8;33;45;14;10;18
PITA_43023;83;84;139;147;91;160
PITA_30763;5;2;15;3;1;5
PITA_21866;217;253;404;282;205;561
PITA_10173;6;9;16;26;9;14
PITA_37080;164;211;324;197;230;224
PITA_38982;801;512;1374;1013;685;1314
PITA_14456;0;0;0;0;0;1
PITA_39270;56;48;105;174;107;162
PITA_04721;89;0;0;188;0;0
PITA_47140;4;12;3;14;17;3
PITA_20120;0;0;0;0;0;0
PITA_13345;6;11;0;0;0;0
PITA_12270;2207;2180;4856;3196;3218;3618
PITA_23200;8;14;22;25;12;6
PITA_32256;0;0;0;0;0;0
PITA_04357;0;0;0;0;0;3
PITA_12802;0;0;0;0;0;0
PITA_42040;0;0;0;0;0;0
PITA_37074;14;58;23;78;152;105
PITA_22420;146;120;285;149;117;201
PITA_02057;633;1274;1774;746;531;780
PITA_20631;99;131;219;99;112;84
PITA_05539;16;93;16;7;34;7
PITA_15769;0;0;0;0;0;0
PITA_50126;0;0;0;0;0;0
PITA_50770;24;15;74;83;36;103
PITA_25609;142;169;292;272;306;334
PITA_35059;0;0;0;0;0;1
PITA_12238;0;0;0;1;0;0
PITA_21188;0;1;2;0;0;1
PITA_41225;0;0;0;0;0;0
PITA_30189;10;16;11;12;10;1
PITA_25985;0;0;0;0;0;0
PITA_38669;74;91;178;99;92;164
PITA_42373;127;106;174;135;119;107
PITA_12862;1;0;5;0;7;5
PITA_40452;0;0;0;0;0;0
PITA_11905;34;5;10;33;15;33
PITA_48214;45;54;59;75;83;68
PITA_06210;0;2;0;0;0;2
PITA_43566;60;188;164;95;178;161
PITA_26093;0;0;0;0;0;0
PITA_46437;96;80;185;107;84;387
PITA_20155;28;45;62;68;54;8
PITA_01393;27;44;52;42;37;95
PITA_47844;0;0;0;0;0;0
PITA_31157;3;13;8;9;15;7
PITA_17338;56;125;137;101;79;132
PITA_13684;10;12;31;6;6;5
PITA_01953;0;0;0;0;0;0
PITA_33452;0;2;0;0;0;0
PITA_37386;76;86;123;49;95;112
PITA_14509;156;222;339;216;201;220
PITA_20523;685;552;1631;629;636;685
PITA_20779;186;236;255;133;202;290
PITA_25071;415;677;855;975;1067;786
PITA_07157;157;208;413;223;242;277
PITA_42859;0;0;0;0;0;0
PITA_37149;0;0;2;0;0;1
PITA_11327;137;147;193;114;135;183
PITA_38989;3;2;7;4;0;6
PITA_40726;4;12;14;8;1;4
PITA_45134;0;0;0;0;0;0
PITA_15527;0;0;0;0;0;0
PITA_33405;0;0;0;0;0;0
PITA_43983;0;0;0;0;0;0
PITA_01257;1;2;9;1;2;3
PITA_29749;0;0;0;0;0;0
PITA_19464;2;3;0;2;3;6
PITA_12919;0;0;0;0;0;0
PITA_34040;47;36;71;42;55;51
PITA_17662;0;0;0;0;0;2
PITA_37846;1205;1490;2409;1420;1509;1474
PITA_30305;317;336;585;426;298;397
PITA_35576;83;111;289;116;67;127
PITA_03787;1;2;6;0;2;3
PITA_00233;1784;2321;3405;2031;2870;2192
PITA_41550;272;282;543;343;306;323
PITA_51144;0;4;44;4;45;0
PITA_30060;0;0;0;0;0;0
PITA_31000;0;0;5;1;0;0
PITA_26472;1;0;0;1;2;0
PITA_07386;2909;5370;6443;3878;4853;6719
PITA_05225;49;69;110;59;65;69
PITA_13101;171;47;256;233;140;80
PITA_11991;111;190;284;133;119;146
PITA_35213;28;49;88;35;55;97
PITA_06587;0;1;0;5;8;0
PITA_48545;0;0;0;0;0;0
PITA_14158;7;38;47;69;24;44
PITA_29984;0;2;0;0;0;4
PITA_20677;49;288;150;71;115;154
PITA_14147;510;533;1021;736;520;699
PITA_04595;1;0;1;0;0;0
PITA_00164;1;0;4;9;2;0
PITA_44452;8;20;29;41;57;18
PITA_28332;158;299;420;306;259;450
PITA_38505;16;10;38;25;11;5
PITA_07826;4;9;15;16;12;5
PITA_39928;0;0;0;0;0;0
PITA_11979;0;0;2;4;3;0
PITA_46768;0;0;1;0;0;0
PITA_34058;44;25;100;38;38;77
PITA_17008;1;0;1;0;0;0
PITA_09797;1;5;6;4;9;10
PITA_26421;0;0;3;2;0;0
PITA_06943;4;3;0;0;1;13
PITA_36460;0;0;0;0;0;0
PITA_32985;760;1047;1362;993;1005;1602
PITA_39203;80;64;134;88;43;131
PITA_44543;0;0;0;0;0;0
PITA_26701;3;0;1;0;1;3
PITA_10471;3;0;1;4;2;0
PITA_25008;0;0;0;0;0;0
PITA_49566;0;0;0;0;0;0
PITA_04189;607;793;882;640;752;584
PITA_09147;201;260;205;203;178;202
PITA_05381;291;290;706;389;428;593
PITA_43372;31;11;32;66;33;7
PITA_47672;3;9;9;1;3;0
PITA_22379;78;75;84;95;90;61
PITA_49181;0;0;2;0;0;0
PITA_34336;5;10;6;24;20;24
PITA_45616;3055;2706;5711;4409;3532;5808
PITA_24450;24;81;115;24;37;61
PITA_20362;20;53;92;30;38;63
PITA_02866;38;46;57;31;47;35
PITA_43750;0;0;2;1;0;0
PITA_17984;56;65;216;66;93;53
PITA_03482;445;369;1037;619;523;597
PITA_08825;0;0;0;0;0;0
PITA_34931;21;29;41;24;8;21
PITA_46685;491;715;1410;706;742;942
PITA_44700;0;0;16;0;14;2
PITA_40750;17;2;33;50;41;9
PITA_47355;35;36;0;43;0;44
PITA_14705;0;0;0;0;0;0
PITA_43504;8;1;6;8;10;8
PITA_09790;0;0;0;0;0;0
PITA_43942;17;13;36;0;0;7
PITA_30322;0;0;0;0;0;0
PITA_22102;3;0;4;3;3;5
PITA_25221;602;416;1179;675;1020;674
PITA_32804;7;1;15;2;8;8
PITA_31077;0;0;0;0;0;0
PITA_40402;41;43;89;47;65;51
PITA_17551;13;63;90;21;91;39
PITA_51656;7;14;10;19;7;7
PITA_10818;0;0;0;0;0;0
PITA_04903;0;0;5;6;4;10
PITA_15328;153;281;381;222;238;261
PITA_15161;1;0;4;0;1;0
PITA_07789;0;0;0;0;0;0
PITA_30672;1;0;0;0;0;94
PITA_28143;281;294;617;335;280;425
PITA_13239;0;0;0;0;0;0
PITA_17610;77;55;216;137;106;146
PITA_08655;0;0;116;89;0;50
PITA_01916;112;147;293;200;273;147
PITA_03287;1;0;3;3;1;0
PITA_26918;0;0;0;0;0;154
PITA_09813;1;0;2;4;1;0
PITA_23824;54;55;116;47;40;47
PITA_17643;0;0;0;0;0;0
PITA_05938;0;0;1;0;0;0
PITA_19813;0;0;0;0;0;2
PITA_32460;0;0;0;0;0;0
PITA_27852;81;46;263;98;98;64
PITA_29018;1;1;0;1;0;0
PITA_12736;4;1;3;7;4;2
PITA_25399;0;0;0;3;9;1
PITA_18477;0;0;0;0;0;0
PITA_49990;98;62;231;105;95;135
PITA_21482;0;0;3;3;2;3
PITA_48760;9;0;11;9;2;5
PITA_37384;0;3;5;1;1;3
PITA_32917;173;407;526;98;203;289
PITA_38060;55;33;178;107;48;71
PITA_47803;2;0;2;2;2;1
PITA_41417;2;4;1;1;10;1
PITA_22383;235;142;276;358;203;220
PITA_24073;0;0;0;0;0;0
PITA_29452;0;180;39;101;42;0
PITA_42756;8;4;29;0;4;0
PITA_01671;51;47;122;64;87;62
PITA_49888;0;0;0;0;0;0
PITA_15673;3;0;7;0;0;4
PITA_28177;0;0;0;0;0;0
PITA_34213;0;0;0;0;0;0
PITA_06354;5;0;5;3;14;8
PITA_26747;117;145;229;165;170;151
PITA_00006;519;456;854;591;406;506
PITA_18562;1;0;0;2;0;8
PITA_28508;5;4;0;0;0;2
PITA_12562;49;48;157;84;56;141
PITA_37757;0;0;1;2;0;0
PITA_31550;3311;3827;6320;4099;5111;4909
PITA_44828;2;0;1;0;1;1
PITA_33218;0;0;0;0;0;0
PITA_42135;0;0;0;0;0;0
PITA_32616;2;0;1;2;1;0
PITA_07650;1;0;2;6;5;1
PITA_08284;180;122;373;315;271;230
PITA_14001;197;156;168;200;189;293
PITA_46163;5;13;27;6;14;12
PITA_10612;269;339;759;335;293;477
PITA_08398;0;0;0;0;0;0
PITA_15080;60;41;71;70;50;54
PITA_06512;0;0;0;0;0;0
PITA_22085;0;0;0;0;0;0
PITA_11655;73;178;193;117;154;77
PITA_03224;1;7;12;2;12;2
PITA_05940;713;549;1366;1273;902;1362
PITA_19954;558;913;1354;972;741;1268
PITA_38114;1;0;1;0;0;0
PITA_24090;7;1;3;16;2;6
PITA_12400;1;4;3;0;0;0
PITA_34724;10;4;20;10;9;11
PITA_17562;84;44;93;59;44;81
PITA_18374;6;0;4;8;0;6
PITA_07022;0;0;0;0;0;0
PITA_46781;195;277;417;169;181;227
PITA_49617;0;0;0;0;0;0
PITA_17387;1;2;10;5;7;2
PITA_39767;1;0;0;2;1;0
PITA_21448;816;1657;2138;1131;1302;1445
PITA_10497;17;28;28;0;4;0
