Column1;SlHa1;SlHa2;SlHa3;Ctr1;Ctr2;Ctr3
PITA_16786;199;154;477;370;482;190
PITA_08085;28;12;33;30;33;7
PITA_10252;0;0;0;0;0;36
PITA_05586;0;0;0;0;0;0
PITA_07592;0;0;3;0;0;0
PITA_14541;155;105;415;199;206;225
PITA_24363;0;0;0;0;0;0
PITA_34820;223;92;363;263;168;269
PITA_08550;271;313;563;337;398;532
PITA_25917;0;0;0;0;0;0
PITA_38364;0;0;0;0;0;0
PITA_07900;142;164;364;231;145;211
PITA_17034;382;234;1106;901;368;240
PITA_25837;8;1;17;37;12;0
PITA_01685;15;18;44;13;44;22
PITA_07253;62;59;81;49;76;35
PITA_15000;0;0;0;0;3;0
PITA_30222;49;25;50;29;47;89
PITA_07514;42;21;109;40;21;53
PITA_46346;2;2;0;6;2;2
PITA_36601;1;0;0;0;0;1
PITA_51062;387;754;848;344;593;797
PITA_38678;0;0;0;0;0;0
PITA_02492;45;3;22;16;8;0
PITA_35172;133;133;172;139;96;118
PITA_17432;120;97;258;102;119;162
PITA_17261;7;8;13;25;12;1
PITA_32610;147;755;264;497;837;1042
PITA_28950;41;39;82;45;12;50
PITA_45448;28;5;45;23;18;11
PITA_21367;4;2;6;7;8;1
PITA_43254;0;0;0;0;0;0
PITA_38611;0;2;0;2;0;0
PITA_23807;0;0;0;0;0;0
PITA_14026;6;2;28;3;1;4
PITA_10394;7;5;19;16;8;18
PITA_18431;63;18;87;97;63;69
PITA_35590;23;17;11;37;2;13
PITA_30951;58;102;105;31;163;63
PITA_02539;0;0;0;0;0;4
PITA_27432;1;0;0;0;0;0
PITA_48311;144;124;211;545;619;773
PITA_24715;509;179;1111;999;586;531
PITA_47034;1129;1421;2014;1298;1971;1084
PITA_21586;5;0;2;0;0;3
PITA_36850;195;239;615;162;102;129
PITA_16199;9;8;19;21;18;13
PITA_28053;216;185;385;265;192;372
PITA_42531;63;22;65;101;52;66
PITA_30043;0;0;0;0;0;0
PITA_30863;171;303;448;126;211;116
PITA_45567;325;124;712;573;380;279
PITA_16367;0;0;7;0;0;0
PITA_14511;0;0;2;2;1;0
PITA_26407;156;155;360;183;122;200
PITA_15593;39;83;97;59;40;128
PITA_36806;24;42;43;13;31;9
PITA_17968;18;25;54;27;24;48
PITA_50672;0;0;0;0;0;0
PITA_30598;256;323;804;310;300;412
PITA_42822;169;187;421;170;172;197
PITA_12561;0;3;5;8;1;14
PITA_42823;17;18;40;46;28;45
PITA_19103;2578;3679;6287;2414;4104;4819
PITA_21323;153;143;329;225;164;151
PITA_19197;0;0;0;0;0;0
PITA_16542;25;9;37;2;79;0
PITA_34224;114;265;38;131;94;70
PITA_32283;2;0;0;3;2;0
PITA_49626;1374;1194;1724;1900;1464;1808
PITA_00788;55;60;118;44;54;91
PITA_25092;110;116;170;140;144;183
PITA_51339;0;0;0;0;0;0
PITA_22804;0;0;0;0;0;0
PITA_22174;0;0;0;0;0;0
PITA_38553;1;0;0;0;0;2
PITA_04322;22;15;24;14;15;23
PITA_50740;2;1;0;0;0;2
PITA_16015;0;0;0;0;0;0
PITA_15306;0;0;0;0;0;0
PITA_50835;2;3;4;0;0;0
PITA_33757;33;20;73;35;20;41
PITA_47569;296;378;565;295;347;294
PITA_28075;0;0;2;0;0;0
PITA_06681;0;3;0;0;0;0
PITA_10565;13;14;21;30;14;22
PITA_13971;214;237;289;403;295;295
PITA_40354;66;145;131;19;84;82
PITA_05895;1;0;0;2;0;0
PITA_44083;0;0;0;0;0;0
PITA_15833;0;1;0;0;0;0
PITA_29746;37;17;86;32;13;2
PITA_14148;87;98;196;99;58;166
PITA_49562;0;0;0;0;0;0
PITA_38767;13;4;0;8;17;10
PITA_33004;7;8;19;16;10;15
PITA_45521;4;0;13;6;12;0
PITA_40378;0;0;0;0;0;0
PITA_04883;28;55;74;42;40;59
PITA_38458;51;13;97;60;42;77
PITA_17180;0;0;0;0;0;0
PITA_12547;1;0;0;0;0;0
PITA_25115;0;0;0;0;0;0
PITA_46784;0;0;0;0;0;0
PITA_15277;2427;5308;6054;3631;3780;6020
PITA_01684;0;0;0;0;0;0
PITA_09743;44;23;82;56;38;0
PITA_33813;26;20;25;27;25;38
PITA_11354;0;0;0;0;0;0
PITA_21743;1;0;0;0;6;0
PITA_31301;271;175;426;587;382;275
PITA_31714;155;961;156;1494;396;42
PITA_11586;0;0;0;3;0;1
PITA_38709;137;61;125;133;48;0
PITA_30749;5;5;8;6;4;1
PITA_06178;11;44;36;0;28;21
PITA_19451;0;0;0;0;0;0
PITA_42139;1;9;4;2;26;9
PITA_11462;98;161;190;122;87;181
PITA_36263;89;83;329;144;131;64
PITA_46258;1;0;2;0;1;2
PITA_28367;0;67;10;43;21;0
PITA_51151;1;0;10;0;0;0
PITA_13211;0;0;0;0;0;0
PITA_28506;0;0;0;0;0;0
PITA_01416;126;208;309;182;152;218
PITA_32233;216;198;442;282;251;277
PITA_14884;0;0;0;0;0;0
PITA_17104;43;50;113;48;49;59
PITA_10935;0;0;0;0;0;0
PITA_35308;90;60;114;179;112;77
PITA_26149;30;37;98;33;32;63
PITA_42788;739;999;1414;894;753;1180
PITA_49223;0;0;0;0;1;0
PITA_05734;0;0;0;0;1;321
PITA_22803;5;11;44;23;10;17
PITA_14897;1;13;23;17;12;12
PITA_31948;885;979;1452;1038;1315;1193
PITA_18666;0;0;0;0;0;0
PITA_17232;0;0;0;0;0;1
PITA_49740;0;4;0;0;0;1
PITA_24528;14;0;0;0;5;0
PITA_40137;1136;1115;2696;1757;1719;2149
PITA_49188;0;0;0;0;0;0
PITA_25403;220;172;444;225;188;266
PITA_35749;77;49;90;141;109;50
PITA_51076;34;57;110;1;38;14
PITA_12165;0;0;0;0;2;0
PITA_48420;0;0;1;0;0;0
PITA_37596;1396;428;2107;1767;929;540
PITA_20332;0;0;0;0;0;0
PITA_36658;16;30;24;53;37;27
PITA_42506;0;0;1;0;0;0
PITA_46496;0;1;0;1;0;0
PITA_19216;0;0;0;0;0;0
PITA_01345;0;0;0;0;0;0
PITA_42448;848;1456;1921;979;1163;1255
PITA_15090;0;0;0;0;0;0
PITA_42752;663;604;1157;957;739;951
PITA_18626;0;0;0;0;0;0
PITA_28876;800;625;1525;1053;791;1098
PITA_38522;665;805;1525;811;824;1010
PITA_20081;0;0;0;2;1;0
PITA_16088;185;325;415;348;567;379
PITA_45563;0;0;0;0;0;0
PITA_43741;104;141;252;103;75;158
PITA_17218;4;15;19;10;3;20
PITA_24519;44;59;53;17;41;52
PITA_17625;1679;1174;3191;2305;1447;3150
PITA_38333;40;69;96;50;41;68
PITA_49955;1;0;0;0;0;0
PITA_50993;0;0;0;0;0;0
PITA_34916;0;0;0;0;0;0
PITA_04490;0;214;62;0;123;0
PITA_28441;825;1691;2579;1172;1170;1959
PITA_00261;505;500;1032;637;624;715
PITA_00453;0;0;0;0;0;0
PITA_50722;346;267;717;842;665;254
PITA_46733;0;0;0;0;0;3
PITA_39816;713;1190;1806;1026;766;1939
PITA_38892;3277;8815;7902;3190;5889;4747
PITA_07421;0;0;0;0;0;0
PITA_43907;2;7;0;0;1;0
PITA_20906;0;0;1;1;0;0
PITA_00955;11;9;16;20;11;20
PITA_28566;15;0;0;3;1;1
PITA_17080;43;64;95;45;51;48
PITA_48735;18;6;42;27;20;11
PITA_22601;0;0;0;0;0;0
PITA_19895;33;32;63;34;34;41
PITA_38455;34;18;45;33;18;31
PITA_13937;5;4;13;13;16;6
PITA_02590;19;45;75;0;26;54
PITA_36007;0;0;0;0;0;0
PITA_07570;266;258;805;283;303;426
PITA_01588;101;201;209;70;160;109
PITA_49453;8;4;8;2;11;10
PITA_46036;4;6;36;7;1;11
PITA_17112;1099;590;2010;1325;1019;1470
PITA_27239;0;0;2;0;0;0
PITA_45340;413;284;544;893;419;234
PITA_48795;1;0;2;1;1;0
PITA_09671;3127;3487;4677;3422;3019;3574
PITA_34845;714;1238;1414;815;762;863
PITA_34853;0;0;0;0;0;0
PITA_09964;0;0;0;0;0;0
PITA_44474;0;662;694;300;440;564
PITA_03749;0;0;0;0;0;0
PITA_05668;410;402;676;496;365;529
PITA_14618;418;427;738;522;434;502
PITA_21638;0;0;0;0;0;0
PITA_23760;0;0;0;0;0;0
PITA_39787;0;0;0;0;0;0
PITA_32347;0;0;0;0;0;0
PITA_28684;1;0;11;3;0;4
PITA_49676;42;74;77;46;59;35
PITA_35104;2740;2757;5803;3773;3973;4297
PITA_23214;3024;2636;3895;3897;2421;2605
PITA_40878;2;0;2;0;4;1
PITA_43246;116;78;207;173;60;70
PITA_28439;19;38;28;41;142;21
PITA_39451;24;8;61;35;37;65
PITA_25310;26;35;38;41;28;35
PITA_46354;9;4;20;31;10;17
PITA_10560;8;3;7;13;13;9
PITA_36110;5;8;4;2;0;0
PITA_42425;4;1;0;2;0;0
PITA_26557;155;313;332;139;260;223
PITA_02878;0;5;0;0;0;0
PITA_07379;0;0;0;0;0;0
PITA_05896;42;28;50;24;35;25
PITA_26131;201;268;371;222;200;263
PITA_08501;1161;1384;1986;1308;1118;1397
PITA_17056;9;3;5;14;2;1
PITA_23129;251;356;611;279;550;152
PITA_36009;140;161;391;125;122;523
PITA_29790;13;11;58;15;18;26
PITA_25434;2;0;5;4;3;5
PITA_43803;10;4;39;11;2;5
PITA_13255;82;31;145;72;45;96
PITA_34395;803;797;1729;953;1022;858
PITA_18376;1;0;0;0;0;1
PITA_02470;15;15;12;25;20;12
PITA_18941;0;0;1;0;0;0
PITA_42222;175;215;448;307;377;272
PITA_22212;14;6;25;15;7;10
PITA_39126;28;41;80;59;53;81
PITA_19021;39;18;56;46;33;38
PITA_20956;120;158;584;263;261;125
PITA_48762;7;0;4;1;0;1
PITA_35956;1194;2021;2763;1602;1240;2770
PITA_22614;4;7;0;3;3;0
PITA_42174;0;0;0;0;0;0
PITA_46688;9;6;7;9;4;4
PITA_46822;10;12;37;13;22;10
PITA_11396;0;0;0;0;0;0
PITA_37515;318;384;630;382;288;345
PITA_01192;28;17;97;9;14;36
PITA_12787;0;1;0;0;0;0
PITA_47275;350;152;620;402;247;486
PITA_19434;11390;14241;25585;18781;20012;14818
PITA_43731;63;53;142;80;62;104
PITA_25779;0;0;0;0;0;0
PITA_16828;1;0;1;4;4;2
PITA_47448;0;0;0;0;0;0
PITA_31267;4;11;2;2;1;1
PITA_34570;39;144;88;94;123;134
PITA_29697;193;313;440;267;292;330
PITA_38300;0;0;0;0;0;0
PITA_40342;0;0;0;0;0;0
PITA_43033;0;0;0;0;0;0
PITA_07431;21;30;30;5;21;36
PITA_36425;2;2;5;6;4;10
PITA_10749;5;18;18;8;4;1
PITA_03732;247;402;291;487;795;603
PITA_44144;0;0;0;1;0;0
PITA_14029;0;0;0;0;0;0
PITA_41227;5778;4061;12108;6183;5377;7849
PITA_10940;231;136;289;508;642;56
PITA_44530;113;80;234;232;304;138
PITA_12480;0;0;0;0;0;0
PITA_02582;11;14;56;50;104;40
PITA_29619;0;0;0;0;0;0
PITA_27114;1;0;0;4;0;11
PITA_49600;0;0;0;0;1;0
PITA_41833;0;0;0;0;0;0
PITA_46081;323;468;646;485;448;408
PITA_15331;0;1;1;0;0;2
PITA_10186;0;0;0;0;0;0
PITA_19786;22;24;30;35;26;42
PITA_36560;118;150;337;100;122;96
PITA_13249;3;12;6;12;6;14
PITA_27271;27;17;52;93;39;94
PITA_11184;0;0;0;1;1;0
PITA_49448;10;6;28;13;17;7
PITA_08869;222;264;416;279;286;159
PITA_15027;561;831;1018;563;906;687
PITA_02351;0;0;0;0;0;0
PITA_10644;3;0;6;6;5;1
PITA_30678;0;0;0;0;0;0
PITA_19138;67;111;165;68;116;87
PITA_21010;21;18;72;29;23;18
PITA_03984;309;341;547;412;327;444
PITA_30250;32;62;132;392;77;1130
PITA_40537;0;0;0;1;1;0
PITA_26853;30;9;77;63;143;87
PITA_32992;396;247;553;448;308;386
PITA_17033;0;0;0;0;0;0
PITA_27804;393;242;416;699;615;289
PITA_08624;21;32;69;26;15;46
PITA_04953;98;84;196;114;100;139
PITA_11533;0;0;0;0;0;1
PITA_15012;0;0;0;0;0;0
PITA_22707;1;2;1;0;0;0
PITA_36076;0;0;0;0;0;0
PITA_24921;0;4;1;0;2;5
PITA_11835;0;0;0;0;0;0
PITA_34911;14;34;26;10;16;22
PITA_20071;0;0;0;0;0;0
PITA_39156;92;125;254;175;94;172
PITA_43858;2;0;0;1;2;1
PITA_08170;0;4;0;4;0;0
PITA_17047;42;12;80;59;29;7
PITA_32700;59;64;118;73;55;51
PITA_31222;0;0;0;0;0;0
PITA_15724;266;307;568;279;212;322
PITA_20360;10;5;1;25;11;11
PITA_08753;68;87;298;180;66;78
PITA_16719;6;10;18;2;4;6
PITA_11745;24;15;20;5;10;16
PITA_04475;141;90;310;245;298;69
PITA_48167;77;131;191;186;98;194
PITA_19105;0;1;5;5;2;10
PITA_15879;181;140;328;244;159;339
PITA_12215;0;0;0;0;0;0
PITA_47897;0;0;0;0;0;0
PITA_17699;0;0;0;0;0;0
PITA_29842;108;154;258;190;165;289
PITA_44551;3;16;13;19;34;38
PITA_25145;8;0;8;33;7;28
PITA_11578;625;347;523;451;438;347
PITA_38645;145;140;356;196;183;187
PITA_07941;14;18;69;20;22;53
PITA_24778;187;201;352;197;236;272
PITA_38932;93;114;277;179;229;128
PITA_06331;0;0;0;0;0;0
PITA_23674;0;0;0;0;0;0
PITA_27433;0;0;0;0;0;0
PITA_07553;29;70;62;49;34;66
PITA_39788;0;0;0;0;0;0
PITA_04731;0;0;0;0;0;0
PITA_50082;168;263;499;213;164;284
PITA_39123;66;27;83;88;54;8
PITA_45316;0;1;0;0;0;0
PITA_40147;0;0;0;1;0;2
PITA_12247;72;48;64;91;45;157
PITA_37499;5;25;30;53;7;17
PITA_38793;39;24;137;50;60;61
PITA_26926;0;1;2;0;0;1
PITA_06661;0;4;0;2;1;6
PITA_14446;0;0;0;0;0;0
PITA_13461;0;3;2;1;5;0
PITA_29812;102;18;117;118;43;0
PITA_01477;674;368;976;1025;563;1012
PITA_04387;585;900;1282;627;822;1120
PITA_09164;121;58;107;87;51;116
PITA_48294;16;17;47;32;36;32
PITA_20354;52;99;121;54;58;100
PITA_00990;229;566;766;348;474;523
PITA_29871;0;1;2;5;0;5
PITA_11094;217;120;488;234;193;192
PITA_40443;0;0;0;0;0;0
PITA_09543;0;2;0;1;0;0
PITA_50624;2;1;6;0;0;0
PITA_17214;0;0;0;0;0;0
PITA_33552;0;0;0;0;0;0
PITA_50441;127;30;108;132;79;51
PITA_08454;1696;2081;3835;2612;2694;1927
PITA_51478;0;0;0;0;0;0
PITA_32149;215;384;538;313;313;352
PITA_37235;18;40;13;3;19;15
PITA_47509;0;0;0;0;0;0
PITA_44286;0;0;0;0;0;0
PITA_06308;154;183;269;162;163;185
PITA_07210;135;247;188;158;206;72
PITA_23234;32;17;83;37;32;43
PITA_50021;159;102;698;255;253;443
PITA_39837;0;7;0;0;3;11
PITA_38056;1;0;0;1;0;0
PITA_51467;37;10;39;32;30;37
PITA_36331;62;63;171;77;127;195
PITA_37153;46;459;445;150;12;17
PITA_32512;463;505;1250;518;540;734
PITA_28955;168;272;356;225;224;273
PITA_31713;0;0;0;0;0;0
PITA_31176;2;2;1;1;0;1
PITA_04399;0;0;4;0;5;0
PITA_32617;0;0;0;0;0;0
PITA_17022;2;0;0;2;1;2
PITA_07707;33;50;45;48;55;76
PITA_04335;124;210;412;65;94;113
PITA_34167;0;1;0;0;0;0
PITA_31438;0;0;0;1;0;0
PITA_31396;131;186;239;123;158;176
PITA_01539;51;28;104;58;230;17
PITA_33674;17;17;29;22;20;1
PITA_17799;0;0;1;0;0;0
PITA_36175;0;0;0;0;0;0
PITA_36841;134;138;126;249;127;70
PITA_47820;0;0;0;0;0;0
PITA_36364;7;0;7;11;3;9
PITA_45068;0;0;0;0;0;0
PITA_23589;1;2;1;0;1;0
PITA_15127;16;8;31;15;17;20
PITA_21197;1;0;7;3;0;1
PITA_17021;4;0;0;4;8;8
PITA_27505;156;326;635;91;142;94
PITA_21923;0;2;4;1;1;2
PITA_01046;12;18;41;20;13;35
PITA_46378;33;51;129;65;44;55
PITA_43482;0;17;49;10;0;20
PITA_10957;0;0;0;0;0;0
PITA_26745;64;109;150;133;130;130
PITA_47972;479;405;790;629;511;918
PITA_48254;0;0;0;0;0;1
PITA_31557;0;0;0;0;0;0
PITA_16688;14;0;15;0;2;9
PITA_38141;213;329;560;266;283;268
PITA_50535;0;10;1;7;0;8
PITA_00944;0;0;0;0;0;3
PITA_10298;0;0;0;0;0;0
PITA_36670;436;712;989;633;542;696
PITA_14267;11;4;49;19;28;42
PITA_26511;27;24;99;32;27;58
PITA_43953;6;24;9;45;29;0
PITA_18587;15;8;27;3;3;23
PITA_30311;0;1;1;1;1;0
PITA_25586;0;2;0;0;0;0
PITA_00240;149;34;136;192;139;58
PITA_09458;9;6;6;7;5;14
PITA_50358;0;0;0;0;0;0
PITA_23320;6;5;29;9;6;16
PITA_31464;156;53;151;248;68;90
PITA_46002;19;28;53;30;52;16
PITA_41302;1;4;13;10;4;0
PITA_16654;138;320;393;147;175;250
PITA_28686;2;0;27;4;0;0
PITA_24842;95;16;94;113;86;18
PITA_51507;1;3;8;0;1;0
PITA_43586;1;0;5;2;0;1
PITA_15032;223;28;147;112;91;8
PITA_33797;280;163;254;196;391;75
PITA_18774;1729;1846;2699;1568;1431;1819
PITA_50310;21;4;19;18;39;4
PITA_02617;3;4;1;19;4;22
PITA_40156;5;2;26;2;2;3
PITA_45597;0;0;0;3;4;4
PITA_27730;0;0;0;0;0;0
PITA_27185;7;4;5;0;2;0
PITA_09856;52;42;121;80;60;83
PITA_44375;2;2;7;2;3;7
PITA_45872;4;4;19;6;0;4
PITA_40319;2;0;1;5;0;0
PITA_45921;15;22;57;17;24;67
PITA_19605;317;194;282;316;219;264
PITA_18952;121;123;139;104;107;109
PITA_10904;0;0;0;0;0;0
PITA_29109;282;185;341;388;369;133
PITA_19145;1;6;25;2;6;4
PITA_06496;0;0;0;0;0;0
PITA_46312;23;8;34;25;19;20
PITA_16916;0;0;0;0;2;0
PITA_40424;0;0;0;0;0;0
PITA_28974;236;168;435;454;278;288
PITA_21979;1;0;3;1;0;2
PITA_26578;0;0;0;0;1;0
PITA_08123;64;33;90;63;39;28
PITA_47620;7;4;25;5;4;9
PITA_03584;3;0;0;2;0;0
PITA_51237;5;6;14;2;1;3
PITA_08883;25;18;31;76;45;5
PITA_38830;96;147;217;125;117;162
PITA_30315;401;230;298;251;341;222
PITA_06411;2;2;0;2;2;0
PITA_47105;0;0;0;0;0;1
PITA_51293;13;28;34;16;14;13
PITA_28184;545;1115;875;1815;1265;1384
PITA_25065;4;0;1;3;0;0
PITA_44063;0;0;0;0;0;0
PITA_38877;0;0;0;0;0;0
PITA_44132;73;33;116;110;51;115
PITA_11349;0;0;0;0;0;0
PITA_48487;1;0;0;0;1;0
PITA_28615;30;76;96;40;56;53
PITA_44196;0;0;0;0;0;0
PITA_16700;78;77;140;61;83;61
PITA_39046;231;299;445;277;320;290
PITA_39025;3;3;6;3;2;5
PITA_38545;0;0;1;0;4;0
PITA_27669;4;7;4;3;0;5
PITA_48576;713;496;1363;1028;822;1149
PITA_48094;0;0;0;0;0;0
PITA_19787;533;549;1062;622;539;685
PITA_13648;13;16;23;10;7;4
PITA_27323;3;1;7;0;61;0
PITA_39763;115;109;219;78;84;151
PITA_38235;46;87;89;30;77;270
PITA_05474;1468;608;2202;1959;1141;1603
PITA_06118;0;0;0;0;0;6
PITA_41531;0;0;0;0;0;0
PITA_38883;0;0;0;0;0;0
PITA_26814;0;0;0;0;0;0
PITA_04356;115;161;296;393;298;343
PITA_34254;7111;10514;9859;8447;6804;8881
PITA_09777;1;5;16;5;0;4
PITA_11352;1;0;0;0;0;0
PITA_08507;28;30;89;180;94;15
PITA_04416;45;88;264;78;49;104
PITA_13701;11;5;14;7;1;19
PITA_50094;534;700;1114;569;697;852
PITA_16973;152;98;238;123;89;153
PITA_45108;0;4;8;0;0;0
PITA_13598;88;106;269;92;39;102
PITA_10993;0;0;7;1;0;2
PITA_39042;474;1156;1065;737;795;959
PITA_01965;209;73;323;339;412;87
PITA_39550;233;103;372;610;1206;185
PITA_10284;2;3;0;9;1;3
PITA_15076;0;3;1;15;6;9
PITA_41063;563;333;1299;669;603;367
PITA_26696;0;0;0;0;0;0
PITA_45511;29;39;64;52;70;77
PITA_44772;0;0;0;0;0;0
PITA_34549;0;0;0;0;0;0
PITA_02431;48;76;168;366;31;155
PITA_46360;0;0;0;0;0;0
PITA_49405;0;0;0;0;0;0
PITA_19832;1;0;0;3;0;0
PITA_10040;85;121;194;180;102;130
PITA_51379;43;20;70;33;37;28
PITA_30991;0;0;0;0;0;0
PITA_46723;544;657;806;668;640;611
PITA_13670;0;0;0;0;0;0
PITA_04203;0;0;5;0;0;0
PITA_26261;20;18;68;62;44;35
PITA_24469;0;0;0;0;0;0
PITA_24886;0;0;0;0;0;0
PITA_32062;0;0;0;0;0;0
PITA_27975;0;0;0;0;0;0
PITA_37903;2002;4347;5354;2836;3004;3489
PITA_45116;176;90;231;137;146;159
PITA_18354;736;1422;1321;1176;831;1234
PITA_18231;111;184;228;160;145;246
PITA_29257;18;21;35;21;24;30
PITA_38583;0;0;0;0;0;0
PITA_43555;0;0;0;0;3;0
PITA_21171;153;162;301;157;166;149
PITA_37678;0;3;3;4;3;47
PITA_51477;38;55;98;49;59;70
PITA_29828;0;0;0;0;0;0
PITA_03245;17;16;18;12;11;33
PITA_19775;2;2;3;1;0;0
PITA_42698;0;0;0;0;0;0
PITA_27040;7;0;14;18;5;20
PITA_23802;39;74;100;80;63;58
PITA_31662;0;0;0;0;0;0
PITA_08348;894;1106;1720;367;210;139
PITA_22349;0;0;0;0;0;0
PITA_36412;96;111;184;116;85;125
PITA_45505;1;6;5;6;1;1
PITA_02412;1;2;18;0;6;1
PITA_48564;1;0;6;0;0;0
PITA_37760;25;5;39;54;30;24
PITA_41895;411;687;1022;483;506;577
PITA_47101;83;74;173;131;91;140
PITA_50681;919;805;2090;1321;1300;1478
PITA_11255;0;0;0;0;0;0
PITA_14465;782;1657;1674;870;1103;1531
PITA_31252;0;0;0;0;0;0
PITA_38881;48;41;96;78;61;82
PITA_15366;88;67;247;107;54;94
PITA_38525;230;375;606;130;215;56
PITA_38374;29;29;109;11;26;31
PITA_27644;2;12;4;1;4;10
PITA_19949;0;0;0;0;0;0
PITA_04149;58;27;196;66;61;188
PITA_37667;0;1;0;0;0;0
PITA_42196;338;580;747;330;373;676
PITA_20287;0;2;0;0;0;0
PITA_23491;8;15;17;15;9;2
PITA_48672;24;15;56;49;149;19
PITA_08311;0;0;0;0;0;6
PITA_16575;8;66;52;48;228;43
PITA_41992;8;7;12;3;4;5
PITA_35944;0;0;4;0;1;1
PITA_41422;30;9;50;41;13;29
PITA_02992;68;130;113;5;76;53
PITA_18876;1;0;0;0;0;2
PITA_45302;1;0;0;1;2;0
PITA_09592;0;0;2;0;0;0
PITA_34700;1056;765;1542;713;891;708
PITA_02711;439;405;764;528;355;672
PITA_00221;0;0;0;0;1;0
PITA_24262;0;10;0;0;2;2
PITA_02416;762;689;1771;1128;892;1363
PITA_48268;35;70;74;25;49;50
PITA_18249;1147;1258;2395;1449;1202;1783
PITA_25558;1150;863;1904;1150;1082;1322
PITA_31491;1;0;0;0;0;0
PITA_15075;2061;1706;3233;2280;1842;2081
PITA_50708;56;37;114;50;79;62
PITA_34481;23;71;163;19;64;87
PITA_11216;6;18;14;9;8;4
PITA_23426;0;13;12;0;0;0
PITA_37017;0;0;0;0;0;0
PITA_00348;188;277;496;329;334;293
PITA_41194;199;296;479;231;242;195
PITA_45363;1710;1668;3355;1840;2047;695
PITA_40010;938;576;1910;1265;1161;1269
PITA_02048;145;187;233;125;187;206
PITA_45294;0;5;0;12;0;2
PITA_44757;119;160;149;141;189;127
PITA_19683;0;0;0;0;0;0
PITA_50217;271;416;576;218;348;458
PITA_19437;0;0;0;0;0;0
PITA_22687;3;8;17;17;10;28
PITA_08842;22;53;44;1;13;19
PITA_43198;32;8;41;6;19;15
PITA_41281;54;109;154;60;85;124
PITA_18591;1;1;0;4;5;2
PITA_31108;410;159;803;509;385;498
PITA_18221;645;1011;1520;903;693;1285
PITA_35593;203;246;561;127;214;104
PITA_14443;554;1297;1584;726;871;1121
PITA_10512;77;119;135;97;90;289
PITA_51435;200;179;240;305;171;179
PITA_02967;0;0;0;0;0;0
PITA_28912;0;0;32;0;10;0
PITA_21852;0;1;0;0;0;0
PITA_03781;173;263;399;188;201;216
PITA_48416;180;272;273;201;213;237
PITA_19504;161;87;226;207;124;181
PITA_01182;2;11;9;2;2;1
PITA_47953;0;0;0;0;0;0
PITA_08420;196;194;669;162;239;198
PITA_48139;0;0;0;0;0;0
PITA_09239;0;0;0;0;0;2
PITA_33745;4;6;11;1;6;3
PITA_46567;0;0;0;0;0;0
PITA_30916;14;6;9;14;5;4
PITA_27451;0;0;0;1;0;0
PITA_48314;185;268;328;228;145;218
PITA_12790;0;0;0;0;0;0
PITA_09398;112;57;284;117;80;191
PITA_20054;0;0;0;0;0;0
PITA_23942;0;0;0;1;0;0
PITA_35298;0;0;6;2;0;7
PITA_26692;4;4;9;18;5;56
PITA_30474;1;0;0;0;2;0
PITA_45634;89;84;178;229;30;242
PITA_06878;18;0;41;94;92;0
PITA_46868;0;0;0;3;0;1
PITA_30606;15;10;45;19;21;11
PITA_01567;1038;1410;1711;1933;1295;1114
PITA_20490;59;31;72;61;51;85
PITA_25467;0;0;0;0;0;0
PITA_16334;146;142;396;219;170;116
PITA_46831;0;0;0;0;0;0
PITA_51355;32;42;92;44;37;50
PITA_50353;114;87;248;138;107;190
PITA_18042;1127;1668;2949;1434;1328;1977
PITA_35206;0;0;4;0;0;13
PITA_45829;0;0;0;1;1;0
PITA_48717;122;54;176;182;179;55
PITA_14437;7;10;13;1;3;2
PITA_31681;3;6;5;0;0;0
PITA_41439;2;0;6;3;1;0
PITA_33058;63;53;139;51;45;276
PITA_50457;17;14;31;67;13;48
PITA_43269;0;0;0;0;0;0
PITA_25371;1198;456;2105;1536;1205;1677
PITA_09868;238;145;332;178;210;48
PITA_37752;114;99;160;185;146;228
PITA_22715;1;0;4;0;0;1
PITA_25321;428;775;1029;360;453;271
PITA_10187;13;12;10;3;8;11
PITA_19896;3;1;0;2;1;0
PITA_35420;1110;566;2091;1081;1114;1166
PITA_17162;0;0;0;0;0;0
PITA_22775;0;0;0;0;0;0
PITA_20351;6;6;23;10;11;10
PITA_34341;114;213;209;143;238;181
PITA_32825;0;0;0;0;0;0
PITA_00128;0;1;5;1;0;1
PITA_07717;1;6;20;10;8;0
PITA_11961;180;192;398;348;434;339
PITA_30210;6;41;56;1;4;1
PITA_45495;300;191;395;201;243;194
PITA_48525;503;339;711;616;440;590
PITA_50785;347;476;762;366;513;567
PITA_10135;17;2;22;15;9;2
PITA_43954;1;0;0;0;0;0
PITA_47572;57;79;150;39;49;69
PITA_19133;0;1;0;1;0;0
PITA_32947;444;593;718;503;406;976
PITA_10371;3;0;9;13;7;7
PITA_31859;66;59;96;46;35;62
PITA_41903;6;4;0;1;1;3
PITA_18138;3;8;12;4;13;0
PITA_08300;5;3;21;2;6;1
PITA_17849;0;0;0;0;0;0
PITA_04862;123;215;183;159;93;156
PITA_25754;1;3;16;4;1;8
PITA_31052;2;0;0;0;0;2
PITA_04990;58;26;54;62;47;57
PITA_41082;76;110;154;90;104;135
PITA_23614;22;6;19;30;8;0
PITA_07919;0;0;0;0;0;0
PITA_29492;20;13;30;21;32;21
PITA_27882;771;622;1431;1076;778;347
PITA_36589;4;7;11;6;8;128
